accession,description,organism,taxonomy,molecule_type,topology,host,country,collection_date,sequence_length,source_length,source_gc_frequency,source_longest_run,n_features,n_feature_intervals,n_boundaries,boundary_window,n_runs,n_boundary_runs,n_nonboundary_runs,fraction_runs_boundary,processing_seconds,boundary_n_runs,boundary_total_bases_in_runs,boundary_mean_run_length,boundary_median_run_length,boundary_max_run_length,boundary_run_length_entropy,boundary_A_n_runs,boundary_A_mean_run_length,boundary_A_max_run_length,boundary_C_n_runs,boundary_C_mean_run_length,boundary_C_max_run_length,boundary_G_n_runs,boundary_G_mean_run_length,boundary_G_max_run_length,boundary_T_n_runs,boundary_T_mean_run_length,boundary_T_max_run_length,boundary_n_runs_ge_5,boundary_fraction_runs_ge_5,boundary_n_runs_ge_10,boundary_fraction_runs_ge_10,boundary_n_runs_ge_15,boundary_fraction_runs_ge_15,boundary_n_runs_ge_20,boundary_fraction_runs_ge_20,boundary_n_runs_ge_30,boundary_fraction_runs_ge_30,nonboundary_n_runs,nonboundary_total_bases_in_runs,nonboundary_mean_run_length,nonboundary_median_run_length,nonboundary_max_run_length,nonboundary_run_length_entropy,nonboundary_A_n_runs,nonboundary_A_mean_run_length,nonboundary_A_max_run_length,nonboundary_C_n_runs,nonboundary_C_mean_run_length,nonboundary_C_max_run_length,nonboundary_G_n_runs,nonboundary_G_mean_run_length,nonboundary_G_max_run_length,nonboundary_T_n_runs,nonboundary_T_mean_run_length,nonboundary_T_max_run_length,nonboundary_n_runs_ge_5,nonboundary_fraction_runs_ge_5,nonboundary_n_runs_ge_10,nonboundary_fraction_runs_ge_10,nonboundary_n_runs_ge_15,nonboundary_fraction_runs_ge_15,nonboundary_n_runs_ge_20,nonboundary_fraction_runs_ge_20,nonboundary_n_runs_ge_30,nonboundary_fraction_runs_ge_30,odds_ratio_boundary_ge_5,odds_ratio_boundary_ge_10,odds_ratio_boundary_ge_15,odds_ratio_boundary_ge_20,odds_ratio_boundary_ge_30,fetch_seconds,total_seconds
NC_115871.1,"Scaphoideus titanus toti-like virus 1 isolate St_FR, complete genome",Scaphoideus titanus toti-like virus 1,Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Alphatotivirineae; Spiciviridae; Spicivirus; Spicivirus hachi,RNA,linear,Scaphoideus titanus,,Jul-2018,7871,7871,,10,3,2,4,250,5773,1296,4477,0.22449333102373117,0.023,1296,1807,1.3942901234567902,1.0,9,1.193179065199478,296,1.3074324324324325,5,326,1.5030674846625767,9,359,1.4066852367688023,6,315,1.3492063492063493,5,7,0.005401234567901234,0,0.0,0,0.0,0,0.0,0,0.0,4477,6064,1.3544784453875363,1.0,10,1.1214222501406037,1062,1.2627118644067796,5,1164,1.4467353951890034,10,1199,1.4170141784820685,7,1052,1.273764258555133,4,19,0.004243913334822426,1,0.00022336385972749609,0,0.0,0,0.0,0,0.0,1.3298237241626152,1.1509191412777993,3.4535287311993828,3.4535287311993828,3.4535287311993828,0.001,0.028
NC_139204.1,"Botrytis cinerea victorivirus 2 isolate BCS8_DN1217, complete genome",Botrytis cinerea victorivirus 2,Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Alphatotivirineae; Pseudototiviridae; Victorivirus; Victorivirus sanjyuni,ds-RNA,linear,Botrytis cinerea,,2018,5177,5177,,9,3,2,4,250,3830,901,2929,0.2352480417754569,0.016,901,1248,1.3851276359600444,1.0,9,1.1749714233638109,232,1.3060344827586208,4,246,1.4715447154471544,9,212,1.3537735849056605,5,211,1.4028436018957346,5,8,0.008879023307436182,0,0.0,0,0.0,0,0.0,0,0.0,2929,3929,1.3414134516899965,1.0,7,1.0955577818388968,694,1.2723342939481268,4,789,1.3523447401774398,7,754,1.46684350132626,7,692,1.2615606936416186,5,13,0.004438374871969956,0,0.0,0,0.0,0,0.0,0,0.0,2.055192853737901,3.249584026622296,3.249584026622296,3.249584026622296,3.249584026622296,0.001,0.02
NC_139203.1,"Fusarium sambucinum victorivirus 1 Fs2242v genomic RNA, complete genome",Fusarium sambucinum victorivirus 1,Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Alphatotivirineae; Pseudototiviridae; Victorivirus; Victorivirus sanjyuichi,RNA,linear,Fusarium sambucinum F2242,,,5069,5069,,10,5,4,8,250,3652,882,2770,0.2415115005476451,0.017,882,1258,1.4263038548752835,1.0,10,1.2409444937607814,164,1.201219512195122,4,303,1.7491749174917492,10,235,1.3063829787234043,4,180,1.2444444444444445,4,12,0.013605442176870748,1,0.0011337868480725624,0,0.0,0,0.0,0,0.0,2770,3811,1.375812274368231,1.0,6,1.1608654149003195,502,1.2290836653386454,5,943,1.5174973488865324,5,783,1.4291187739463602,6,542,1.188191881918819,3,17,0.006137184115523465,0,0.0,0,0.0,0,0.0,0,0.0,2.2593747435792237,9.428814520703346,3.139376770538244,3.139376770538244,3.139376770538244,0.001,0.021
NC_116094.1,"Macrophomina phaseolina victorivirus 2 strain 2012-022, complete genome",Macrophomina phaseolina victorivirus 2,Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Alphatotivirineae; Pseudototiviridae; Victorivirus; Victorivirus nijyushichi,RNA,linear,Macrophomina phaseolina,,2012,5209,5209,,8,3,2,4,250,3811,930,2881,0.2440304382051955,0.016,930,1320,1.4193548387096775,1.0,8,1.232603283529883,187,1.2192513368983957,4,304,1.5855263157894737,8,266,1.443609022556391,4,173,1.30635838150289,5,8,0.008602150537634409,0,0.0,0,0.0,0,0.0,0,0.0,2881,3889,1.3498785144047205,1.0,7,1.113429383230163,578,1.254325259515571,4,907,1.4145534729878722,7,838,1.4403341288782816,5,558,1.2078853046594982,4,12,0.004165220409580007,0,0.0,0,0.0,0,0.0,0,0.0,2.1151869918699187,3.0967221923696937,3.0967221923696937,3.0967221923696937,3.0967221923696937,0.001,0.019
NC_116093.1,"Macrophomina phaseolina victorivirus 1 isolate 2012-019, complete genome",Macrophomina phaseolina victorivirus 1,Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Alphatotivirineae; Pseudototiviridae; Victorivirus; Victorivirus nijyuroku,RNA,linear,Macrophomina phaseolina,,19-Aug-2012,5162,5162,,7,5,4,4,250,3801,959,2842,0.2523020257826888,0.016,959,1317,1.3733055265901981,1.0,6,1.156591390749918,177,1.1694915254237288,4,290,1.4655172413793103,6,277,1.4187725631768953,5,215,1.3581395348837209,6,7,0.0072992700729927005,0,0.0,0,0.0,0,0.0,0,0.0,2842,3845,1.352920478536242,1.0,7,1.1199714198336133,601,1.2296173044925125,4,884,1.416289592760181,7,796,1.4522613065326633,6,561,1.2442067736185383,5,11,0.0038705137227304713,0,0.0,0,0.0,0,0.0,0,0.0,1.9387196165696678,2.962480458572173,2.962480458572173,2.962480458572173,2.962480458572173,0.001,0.019
NC_116875.1,"Neofusicoccum parvum victorivirus 3 isolate NpVV3, complete genome",Neofusicoccum parvum victorivirus 3,Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Alphatotivirineae; Pseudototiviridae; Victorivirus; Victorivirus nijyukyu,RNA,linear,Neofusicoccum parvum NFN,,2018,5226,5226,,12,5,4,8,250,3829,925,2904,0.24157743536171325,0.017,925,1336,1.4443243243243242,1.0,12,1.2680009097566642,205,1.3073170731707318,5,287,1.613240418118467,12,237,1.459915611814346,5,196,1.3214285714285714,4,9,0.00972972972972973,1,0.001081081081081081,0,0.0,0,0.0,0,0.0,2904,3890,1.3395316804407713,1.0,10,1.0911049893887423,544,1.2279411764705883,4,927,1.406688241639698,10,826,1.4249394673123488,6,607,1.2207578253706755,6,15,0.005165289256198347,1,0.0003443526170798898,0,0.0,0,0.0,0,0.0,1.932333738099009,3.1406165494862086,3.138303619665046,3.138303619665046,3.138303619665046,0.001,0.021
NC_116288.1,"Aspergillus lentulus totivirus 1 J-YC genomic RNA, complete genome",Aspergillus lentulus totivirus 1,Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Alphatotivirineae; Pseudototiviridae; Victorivirus; Victorivirus nijyuhachi,RNA,linear,Aspergillus lentulus IFM65052,,,5171,5171,,7,3,2,4,250,3816,948,2868,0.24842767295597484,0.016,948,1341,1.4145569620253164,1.0,6,1.2284100829841937,178,1.2415730337078652,4,288,1.6041666666666667,5,256,1.46875,6,226,1.247787610619469,4,2,0.002109704641350211,0,0.0,0,0.0,0,0.0,0,0.0,2868,3830,1.3354253835425383,1.0,7,1.0853697034104068,570,1.2175438596491228,4,886,1.3882618510158014,6,799,1.4180225281602004,7,613,1.2610114192495923,5,14,0.0048814504881450485,0,0.0,0,0.0,0,0.0,0,0.0,0.5199737690584185,3.0242488139167105,3.0242488139167105,3.0242488139167105,3.0242488139167105,0.001,0.019
NC_139199.1,"MAG: Alehxovirus pseudofaecenecus isolate 174-k141_58336, complete genome",Alehxovirus pseudofaecenecus,Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Alehxovirus,RNA,linear,,,,3750,3750,,5,4,3,6,250,2820,1318,1502,0.4673758865248227,0.012,1318,1737,1.317905918057663,1.0,4,1.0406068447528414,323,1.306501547987616,3,332,1.2771084337349397,4,324,1.3888888888888888,4,339,1.3008849557522124,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1502,2013,1.3402130492676432,1.0,5,1.091584519352439,377,1.312997347480106,5,381,1.3202099737532809,5,365,1.3534246575342466,5,379,1.3746701846965699,5,4,0.002663115845539281,0,0.0,0,0.0,0,0.0,0,0.0,0.12627986348122866,1.1395525218050815,1.1395525218050815,1.1395525218050815,1.1395525218050815,0.001,0.015
NC_139198.1,"MAG: Alehxovirus pratenecus isolate R72-k141_249948, complete genome",Alehxovirus pratenecus,Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Alehxovirus,RNA,linear,,,,3843,3843,,5,4,3,6,250,2900,1324,1576,0.45655172413793105,0.016,1324,1743,1.316465256797583,1.0,5,1.0438714595126533,305,1.2524590163934426,3,346,1.3179190751445087,5,333,1.3273273273273274,4,340,1.361764705882353,5,3,0.0022658610271903325,0,0.0,0,0.0,0,0.0,0,0.0,1576,2100,1.33248730964467,1.0,5,1.075218586435365,357,1.3137254901960784,5,406,1.3177339901477831,4,405,1.308641975308642,5,408,1.3872549019607843,5,5,0.0031725888324873096,0,0.0,0,0.0,0,0.0,0,0.0,0.7567502493722698,1.1902604756511892,1.1902604756511892,1.1902604756511892,1.1902604756511892,0.001,0.02
NC_139197.1,"MAG: Alehxovirus nemorisvivens isolate 376R-k141_462894, complete genome",Alehxovirus nemorisvivens,Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Alehxovirus,RNA,linear,,,,3720,3720,,5,4,3,6,250,2796,1249,1547,0.4467095851216023,0.012,1249,1643,1.3154523618895115,1.0,4,1.0389136856205277,308,1.2792207792207793,4,321,1.32398753894081,4,311,1.3311897106109325,4,309,1.3268608414239482,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1547,2077,1.3425985778926954,1.0,5,1.0968373790814379,347,1.302593659942363,4,398,1.2613065326633166,4,394,1.3756345177664975,5,408,1.4240196078431373,4,2,0.001292824822236587,0,0.0,0,0.0,0,0.0,0,0.0,0.24737895158063225,1.2384953981592637,1.2384953981592637,1.2384953981592637,1.2384953981592637,0.001,0.015
NC_139196.1,"MAG: Alehxovirus nemoriscola isolate 376R-k141_1198757, complete genome",Alehxovirus nemoriscola,Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Alehxovirus,RNA,linear,,,,3753,3753,,6,4,3,6,250,2822,1246,1576,0.44153082919914954,0.012,1246,1634,1.3113964686998394,1.0,5,1.0348655349529376,306,1.3169934640522876,4,303,1.2805280528052805,5,305,1.3114754098360655,3,332,1.3343373493975903,5,2,0.0016051364365971107,0,0.0,0,0.0,0,0.0,0,0.0,1576,2119,1.3445431472081217,1.0,6,1.1019823902926364,384,1.328125,4,386,1.3134715025906736,5,363,1.3553719008264462,6,443,1.3769751693002257,5,4,0.0025380710659898475,0,0.0,0,0.0,0,0.0,0,0.0,0.7019775902861479,1.2647412755716005,1.2647412755716005,1.2647412755716005,1.2647412755716005,0.001,0.015
NC_139195.1,"MAG: Alehxovirus nemorisadaptatum isolate R87-k141_13667, complete genome",Alehxovirus nemorisadaptatum,Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Alehxovirus,RNA,linear,,,,3756,3756,,5,4,3,6,250,2808,1208,1600,0.4301994301994302,0.012,1208,1580,1.3079470198675496,1.0,4,1.0246900088555497,277,1.3176895306859207,4,321,1.2710280373831775,4,300,1.3466666666666667,4,310,1.3,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1600,2176,1.36,1.0,5,1.1299905699944879,368,1.361413043478261,5,402,1.3059701492537314,5,397,1.345088161209068,4,433,1.4226327944572748,5,4,0.0025,0,0.0,0,0.0,0,0.0,0,0.0,0.1467843515836896,1.3243690525444767,1.3243690525444767,1.3243690525444767,1.3243690525444767,0.001,0.015
NC_139194.1,"MAG: Alehxovirus montisvivens isolate s59-k141_712336, complete genome",Alehxovirus montisvivens,Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Alehxovirus,RNA,linear,,,,3823,3823,,5,4,3,6,250,2899,1307,1592,0.450845119006554,0.012,1307,1709,1.307574598316756,1.0,5,1.0271655578459589,300,1.2666666666666666,4,340,1.285294117647059,5,322,1.3633540372670807,5,345,1.3130434782608695,5,4,0.00306044376434583,0,0.0,0,0.0,0,0.0,0,0.0,1592,2114,1.3278894472361809,1.0,5,1.0662139669872401,350,1.26,5,414,1.3333333333333333,4,407,1.343980343980344,4,421,1.3634204275534443,4,1,0.000628140703517588,0,0.0,0,0.0,0,0.0,0,0.0,3.66283084004603,1.2179732313575526,1.2179732313575526,1.2179732313575526,1.2179732313575526,0.001,0.015
NC_139193.1,"MAG: Alehxovirus infecundadaptatum isolate 105-k141_213794, complete genome",Alehxovirus infecundadaptatum,Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Alehxovirus,RNA,linear,,,,3683,3683,,6,4,3,6,250,2724,1194,1530,0.43832599118942733,0.011,1194,1605,1.3442211055276383,1.0,5,1.096758722353553,290,1.3,5,309,1.313915857605178,4,290,1.3793103448275863,5,305,1.383606557377049,5,3,0.002512562814070352,0,0.0,0,0.0,0,0.0,0,0.0,1530,2078,1.358169934640523,1.0,6,1.1295233830068339,378,1.3756613756613756,5,396,1.303030303030303,5,362,1.3646408839779005,6,394,1.3908629441624365,5,7,0.004575163398692811,0,0.0,0,0.0,0,0.0,0,0.0,0.5966988389984613,1.2812892423608204,1.2812892423608204,1.2812892423608204,1.2812892423608204,0.001,0.015
NC_139192.1,"MAG: Alehxovirus fundihabitans isolate R9-k141_373641, complete genome",Alehxovirus fundihabitans,Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Alehxovirus,RNA,linear,,,,3779,3779,,6,4,3,6,250,2823,1210,1613,0.42862203329791004,0.012,1210,1615,1.334710743801653,1.0,5,1.0819273574860555,279,1.2759856630824373,4,306,1.3300653594771241,5,306,1.3529411764705883,4,319,1.3730407523510972,5,2,0.001652892561983471,0,0.0,0,0.0,0,0.0,0,0.0,1613,2164,1.3415995040297581,1.0,6,1.096920275813726,363,1.2754820936639117,5,423,1.3404255319148937,5,402,1.3507462686567164,6,425,1.3905882352941177,5,6,0.0037197768133911966,0,0.0,0,0.0,0,0.0,0,0.0,0.5116005219439228,1.3329202808756713,1.3329202808756713,1.3329202808756713,1.3329202808756713,0.001,0.015
NC_139191.1,"MAG: Alehxovirus fundicola isolate 254-k141_128054, complete genome",Alehxovirus fundicola,Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Alehxovirus,RNA,linear,,,,3796,3796,,5,4,3,6,250,2833,1217,1616,0.4295799505824215,0.012,1217,1588,1.304847986852917,1.0,5,1.0203295201765554,296,1.2702702702702702,4,323,1.2941176470588236,5,300,1.3366666666666667,4,298,1.3187919463087248,5,4,0.003286770747740345,0,0.0,0,0.0,0,0.0,0,0.0,1616,2208,1.3663366336633664,1.0,5,1.1352570823791956,398,1.3768844221105527,5,399,1.3358395989974938,5,394,1.350253807106599,4,425,1.4,4,3,0.0018564356435643563,0,0.0,0,0.0,0,0.0,0,0.0,1.7095179233621756,1.3277207392197126,1.3277207392197126,1.3277207392197126,1.3277207392197126,0.001,0.015
NC_139190.1,"MAG: Alehxovirus fundenecus isolate s48-k141_148630, complete genome",Alehxovirus fundenecus,Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Alehxovirus,RNA,linear,,,,3738,3738,,5,4,3,6,250,2845,1247,1598,0.4383128295254833,0.012,1247,1641,1.3159582999198076,1.0,4,1.0409828614824095,298,1.325503355704698,4,322,1.2670807453416149,4,315,1.3460317460317461,4,312,1.3269230769230769,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1598,2097,1.3122653316645807,1.0,5,1.0351712492320804,369,1.2710027100271002,4,410,1.2902439024390244,5,399,1.3483709273182958,4,420,1.3357142857142856,5,2,0.0012515644555694619,0,0.0,0,0.0,0,0.0,0,0.0,0.25595190380761523,1.281362725450902,1.281362725450902,1.281362725450902,1.281362725450902,0.001,0.015
NC_139189.1,"MAG: Alehxovirus frumentivicinum isolate 157-k141_37639, complete genome",Alehxovirus frumentivicinum,Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Alehxovirus,RNA,linear,,,,3789,3789,,5,4,3,6,250,2859,1205,1654,0.42147604057362714,0.012,1205,1605,1.3319502074688796,1.0,5,1.074521071639101,279,1.3405017921146953,4,308,1.3409090909090908,5,316,1.3449367088607596,4,302,1.3013245033112584,4,1,0.0008298755186721991,0,0.0,0,0.0,0,0.0,0,0.0,1654,2184,1.32043530834341,1.0,5,1.0517068678139367,379,1.3060686015831136,4,435,1.3149425287356322,4,412,1.337378640776699,5,428,1.3224299065420562,4,2,0.0012091898428053204,0,0.0,0,0.0,0,0.0,0,0.0,0.8231631382316313,1.372459560348403,1.372459560348403,1.372459560348403,1.372459560348403,0.001,0.015
NC_139188.1,"MAG: Alehxovirus frumenticola isolate 159-k141_217068, complete genome",Alehxovirus frumenticola,Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Alehxovirus,RNA,linear,,,,3720,3720,,6,4,3,6,250,2788,1224,1564,0.43902439024390244,0.012,1224,1615,1.3194444444444444,1.0,6,1.0416268956837793,289,1.2837370242214532,4,333,1.3513513513513513,6,309,1.3754045307443366,5,293,1.2593856655290103,5,6,0.004901960784313725,0,0.0,0,0.0,0,0.0,0,0.0,1564,2105,1.3459079283887467,1.0,6,1.0989812361221536,364,1.2912087912087913,4,424,1.3066037735849056,4,421,1.3824228028503562,6,355,1.4056338028169013,6,4,0.0025575447570332483,0,0.0,0,0.0,0,0.0,0,0.0,1.8498609401358683,1.27766435279706,1.27766435279706,1.27766435279706,1.27766435279706,0.001,0.015
NC_139187.1,"MAG: Alehxovirus faecivivens isolate 248-k141_244285, complete genome",Alehxovirus faecivivens,Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Alehxovirus,RNA,linear,,,,3657,3657,,9,4,3,6,250,2704,1219,1485,0.45081360946745563,0.011,1219,1603,1.3150123051681706,1.0,9,1.0382943311626593,293,1.266211604095563,4,306,1.3169934640522876,9,298,1.3557046979865772,5,322,1.3198757763975155,4,3,0.002461033634126333,0,0.0,0,0.0,0,0.0,0,0.0,1485,2054,1.3831649831649833,1.0,5,1.1690038200793529,367,1.3678474114441417,5,362,1.361878453038674,4,359,1.3788300835654597,4,397,1.420654911838791,4,1,0.0006734006734006734,0,0.0,0,0.0,0,0.0,0,0.0,2.847376352925058,1.2181221812218122,1.2181221812218122,1.2181221812218122,1.2181221812218122,0.001,0.015
NC_116680.1,"Tea-oil camellia-associated totivirus 1 isolate Jiangxi, complete genome",Tea-oil camellia-associated totivirus 1,Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Alphatotivirineae; Orthototiviridae; Totivirus; Totivirus sanjyuni,RNA,linear,Camellia oleifera,,2017-10,4714,4714,,8,3,2,4,250,3462,834,2628,0.24090121317157712,0.015,834,1155,1.3848920863309353,1.0,7,1.1772800409113418,299,1.6421404682274248,7,113,1.1327433628318584,3,213,1.267605633802817,4,209,1.2727272727272727,4,7,0.008393285371702638,0,0.0,0,0.0,0,0.0,0,0.0,2628,3559,1.354261796042618,1.0,8,1.12068313574382,908,1.5209251101321586,6,419,1.1431980906921242,3,679,1.2842415316642122,8,622,1.3295819935691318,6,16,0.0060882800608828,0,0.0,0,0.0,0,0.0,0,0.0,1.4350453172205437,3.149790293588975,3.149790293588975,3.149790293588975,3.149790293588975,0.001,0.018
NC_116679.1,"Conidiobolus heterosporus totivirus 1, complete genome",Conidiobolus heterosporus totivirus 1,Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Alphatotivirineae; Orthototiviridae; Totivirus; Totivirus sanjyuichi,RNA,linear,Conidiobolus heterosporus,,20-Mar-2009,4643,4643,,6,3,2,4,250,3546,823,2723,0.2320924985899605,0.015,823,1105,1.3426488456865127,1.0,5,1.0982312755824883,249,1.461847389558233,5,187,1.1497326203208555,4,200,1.315,5,187,1.4064171122994653,4,2,0.002430133657351154,0,0.0,0,0.0,0,0.0,0,0.0,2723,3538,1.2993022401762762,1.0,6,1.0111072652872233,796,1.3881909547738693,6,600,1.17,4,685,1.275912408759124,4,642,1.3348909657320873,5,8,0.0029379360998898272,0,0.0,0,0.0,0,0.0,0,0.0,0.9722172496509255,3.30722525804493,3.30722525804493,3.30722525804493,3.30722525804493,0.001,0.018
NC_139182.1,"MAG: Alehxovirus faecivicinum isolate 168-k141_288144, complete genome",Alehxovirus faecivicinum,Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Alehxovirus,RNA,linear,,,,3772,3772,,6,4,3,6,250,2878,1248,1630,0.43363446838082004,0.012,1248,1626,1.3028846153846154,1.0,6,1.0152029295252525,287,1.3170731707317074,4,332,1.2921686746987953,4,322,1.3322981366459627,6,307,1.270358306188925,4,1,0.0008012820512820513,0,0.0,0,0.0,0,0.0,0,0.0,1630,2146,1.316564417177914,1.0,5,1.0442170986588108,365,1.273972602739726,4,430,1.3,4,389,1.3598971722365039,5,446,1.3295964125560538,4,1,0.0006134969325153375,0,0.0,0,0.0,0,0.0,0,0.0,1.3062124248496993,1.3059671605927112,1.3059671605927112,1.3059671605927112,1.3059671605927112,0.001,0.015
NC_139181.1,"MAG: Alehxovirus faecihabitans isolate 46-k141_129773, complete genome",Alehxovirus faecihabitans,Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Alehxovirus,RNA,linear,,,,3763,3763,,8,4,3,6,250,2764,1192,1572,0.4312590448625181,0.016,1192,1611,1.351510067114094,1.0,5,1.1105725727215954,304,1.2960526315789473,4,296,1.304054054054054,4,300,1.4133333333333333,5,292,1.393835616438356,4,2,0.0016778523489932886,0,0.0,0,0.0,0,0.0,0,0.0,1572,2152,1.3689567430025444,1.0,8,1.1410123466529891,382,1.3167539267015707,4,397,1.3526448362720402,8,414,1.3526570048309179,5,379,1.4564643799472297,5,6,0.003816793893129771,0,0.0,0,0.0,0,0.0,0,0.0,0.506089878202436,1.3186582809224319,1.3186582809224319,1.3186582809224319,1.3186582809224319,0.001,0.019
NC_139180.1,"MAG: Alehxovirus faecicola isolate 167-k141_355194, complete genome",Alehxovirus faecicola,Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Alehxovirus,RNA,linear,,,,3695,3695,,5,4,3,6,250,2782,1152,1630,0.4140905823148814,0.012,1152,1541,1.3376736111111112,1.0,4,1.0829571528718198,267,1.3595505617977528,4,304,1.319078947368421,4,294,1.380952380952381,4,287,1.2926829268292683,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1630,2154,1.3214723926380367,1.0,5,1.0539894837869457,366,1.3469945355191257,5,446,1.2713004484304933,4,407,1.316953316953317,5,411,1.3576642335766422,5,5,0.003067484662576687,0,0.0,0,0.0,0,0.0,0,0.0,0.12821928613685663,1.4147505422993492,1.4147505422993492,1.4147505422993492,1.4147505422993492,0.001,0.015
NC_139179.1,"MAG: Alehxovirus faecadaptatum isolate R30-k141_32906, complete genome",Alehxovirus faecadaptatum,Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Alehxovirus,RNA,linear,,,,3749,3749,,4,4,3,6,250,2836,1222,1614,0.4308885754583921,0.012,1222,1606,1.3142389525368248,1.0,4,1.0377828321260505,294,1.316326530612245,4,328,1.295731707317073,4,300,1.3666666666666667,4,300,1.28,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1614,2143,1.3277571251548947,1.0,4,1.0607826852692461,354,1.2853107344632768,4,432,1.3032407407407407,4,397,1.3425692695214106,4,431,1.3735498839907192,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.3206543967280164,1.3206543967280164,1.3206543967280164,1.3206543967280164,1.3206543967280164,0.001,0.015
NC_139178.1,"MAG: Alehxovirus allonemorishabitans isolate 268-k141_299831, complete genome",Alehxovirus allonemorishabitans,Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Alehxovirus,RNA,linear,,,,3739,3739,,5,4,3,6,250,2805,1184,1621,0.4221033868092692,0.012,1184,1595,1.3471283783783783,1.0,5,1.1068680650928926,282,1.2872340425531914,4,309,1.3495145631067962,4,305,1.3934426229508197,4,288,1.3541666666666667,5,3,0.002533783783783784,0,0.0,0,0.0,0,0.0,0,0.0,1621,2144,1.3226403454657618,1.0,5,1.056811625600651,372,1.2553763440860215,5,424,1.3325471698113207,4,407,1.375921375921376,5,418,1.3205741626794258,5,3,0.001850709438618137,0,0.0,0,0.0,0,0.0,0,0.0,1.369868810833686,1.3689320388349515,1.3689320388349515,1.3689320388349515,1.3689320388349515,0.001,0.015
NC_139177.1,"MAG: Alehxovirus allonemorisenecus isolate 376R-k141_1065260, complete genome",Alehxovirus allonemorisenecus,Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Alehxovirus,RNA,linear,,,,3747,3747,,5,5,4,8,250,2811,1754,1057,0.623977232301672,0.012,1754,2316,1.3204104903078677,1.0,5,1.052358673697259,426,1.335680751173709,5,442,1.2963800904977376,4,450,1.3488888888888888,5,436,1.3004587155963303,5,6,0.0034207525655644243,0,0.0,0,0.0,0,0.0,0,0.0,1057,1431,1.3538315988647114,1.0,5,1.1197370816837677,255,1.3607843137254902,5,259,1.308880308880309,5,280,1.3714285714285714,4,263,1.3726235741444868,4,3,0.002838221381267739,0,0.0,0,0.0,0,0.0,0,0.0,1.1200212426978227,0.6027358221715589,0.6027358221715589,0.6027358221715589,0.6027358221715589,0.001,0.015
